Gene_id	Percent_A7	Percent_E5	Percent_B11	MaxRedPercentDif	MeanRedPercent	MaxRedPercent	Interval	areaFC	area_A7	area_E5	area_B11	MaxArea	MinArea	MeanPercent	rel_A7	rel_E5	rel_B11	Chrom	Start	Stop	Type	Strand	Name	Annot	Is_tRNA	Gene_name	Family	SubFamily	Label	Family_Grouped	Variant	Gam_specific	Difpeaks_12B_10G	Difpeaks_A7_E5	Difpeaks_A7_B11	Difpeaks_E5_B11
GFP_pL6	9.735619864237227	10.485887817077527	10.807431225437657	1.0718113612004299	10.342979635584138	10.807431225437657	Right	0.9677930656456724	24.482609911625	13.0038366403073	10.0141035802222	24.482609911625	10.0141035802222	NA	max	min	min	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HA_tag	6.680957484816005	7.0918185066095045	6.5023222579492685	0.589496248660236	6.758366083124926	7.0918185066095045	Left	0.16198706537629973	6.39494961481536	8.17962399295796	8.81665624219104	8.81665624219104	6.39494961481536	NA	min	max	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HsDHFR	10.057163272597357	9.128260092890319	10.896748838871027	1.768488745980708	10.027390734786234	10.896748838871027	Left	1.4359620303201073	13.4805767718627	21.358058257103	34.9482091251483	34.9482091251483	13.4805767718627	NA	min	mid	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leucine	4.483744194355127	2.750982493747767	6.913183279742766	4.162200785994999	4.715969989281887	6.913183279742766	Left	1.8910074781701542	14.7315138432856	21.1207382313916	43.0020756419294	43.0020756419294	14.7315138432856	NA	min	min	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lysine	6.305823508395855	6.895319757056091	37.566988210075024	31.26116470167917	16.922710491842324	37.566988210075024	Left	2.915263103450669	24.1924225383666	29.419288628634	67.7756059349541	67.7756059349541	24.1924225383666	NA	min	min	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mal_mito_1:mRNA	98.37441943551268	97.28474455162558	96.33797784923188	2.0364415862808016	97.33238061212337	98.37441943551268	Left	0.38381938204261745	11.9963509439477	6.25825118241057	11.6918833004025	11.9963509439477	6.25825118241057	NA	max	min	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mal_mito_2:mRNA	99.33904966059308	99.17827795641301	98.62450875312612	0.7145409074669544	99.04727879004407	99.33904966059308	Mid	0.2692880413509097	22.3644876248946	19.2513814068448	23.2772376250409	23.2772376250409	19.2513814068448	NA	max	min	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mal_mito_3:mRNA	99.3211861379064	98.96391568417292	98.76741693461952	0.5537692032868762	99.01750625223295	99.3211861379064	Left	0.25230292755913114	9.87112269717961	6.0991939301706	8.44789068335158	9.87112269717961	6.0991939301706	NA	max	min	mid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mal_rna_10:rRNA	96.76670239371205	94.99821364773133	92.17577706323688	4.590925330475173	94.64689770156009	96.76670239371205	Sides	0.28916013319242123	21.4821139908088	23.3589819292705	19.0360379380438	23.3589819292705	19.0360379380438	NA	mid	max	min	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mal_rna_14:rRNA	99.73204715969989	99.74991068238657	99.73204715969989	0.017863522686681677	99.73800166726211	99.74991068238657	Left	0.6484175583072395	14.4981103857588	14.3055422613441	4.80426788906557	14.4981103857588	4.80426788906557	NA	max	max	min	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mal_rna_15:rRNA	97.99928545909253	97.24901750625223	95.67702750982494	2.3222579492675948	96.9751101583899	97.99928545909253	Mid	0.3388462468513714	19.0679557688111	18.4532381059345	23.5189894963625	23.5189894963625	18.4532381059345	NA	min	min	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mal_rna_17:rRNA	99.76777420507325	99.76777420507325	99.74991068238657	0.017863522686681677	99.76181969751103	99.76777420507325	Left	0.28515057662440807	14.282259227735	10.0192581072001	11.4209806744258	14.282259227735	10.0192581072001	NA	max	min	min	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mal_rna_18:rRNA	98.53519113969274	97.99928545909253	97.51697034655234	1.0182207931404008	98.0171489817792	98.53519113969274	Sides	0.6355501097602808	26.2628466893231	30.5451407349433	21.0436665940271	30.5451407349433	21.0436665940271	NA	mid	max	min	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mal_rna_19:rRNA	99.69632011432654	99.60700250089317	99.41050375133976	0.2858163629867789	99.57127545551982	99.69632011432654	Sides	0.5862776316722074	33.7537400878454	40.0283956912264	31.2635450977269	40.0283956912264	31.2635450977269	NA	min	max	min	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mal_rna_9:rRNA	95.60557341907824	93.90853876384423	90.94319399785637	4.662379421221871	93.48576872692628	95.60557341907824	Mid	0.3280372529399196	28.7889749040836	25.9078360100358	30.8119929414876	30.8119929414876	25.9078360100358	NA	mid	min	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAL1_5.8S:rRNA	99.91068238656663	99.83922829581994	99.91068238656663	0.07145409074669828	99.88686435631773	99.91068238656663	Left	0.6340157314158393	12.3915675575319	19.8738631872792	10.3953280026124	19.8738631872792	10.3953280026124	NA	min	max	min	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAL11/13_5.8S:rRNA	99.89281886387997	99.89281886387997	99.9285459092533	0.03572704537333493	99.90472787900441	99.9285459092533	Left	0.7694864555734248	18.2533341376663	24.7651443846474	13.2613218738247	24.7651443846474	13.2613218738247	NA	mid	max	min	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAL5/7_5.8S:rRNA	99.96427295462665	99.98213647731332	99.94640943193997	0.03572704537334914	99.96427295462665	99.98213647731332	Right	0.26790797842339137	18.6189599775161	22.6241842549458	21.7412111574861	22.6241842549458	18.6189599775161	NA	min	max	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAL8a_5.8S:rRNA	99.80350125044659	99.80350125044659	99.80350125044659	0	99.80350125044659	99.80350125044659	Sides	0.725442719008963	38.0091016108145	43.7683127639556	32.9229441147716	43.7683127639556	32.9229441147716	NA	mid	max	min	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
malmito_rna_1:rRNA	99.48195784208646	99.3926402286531	98.89246159342623	0.5894962486602253	99.25568655472193	99.48195784208646	Left	0.7585395814782542	17.3606199866012	23.0620461741944	11.7218794310945	23.0620461741944	11.7218794310945	NA	mid	max	min	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
malmito_rna_10:rRNA	99.1068238656663	98.78528045730619	98.41014648088603	0.6966773847802727	98.7674169346195	99.1068238656663	Left	0.6047323845637379	14.573744427753	18.9400868280253	9.89933767879742	18.9400868280253	9.89933767879742	NA	mid	max	min	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
malmito_rna_LSUF:rRNA	99.64272954626652	99.5891389782065	99.3926402286531	0.2500893176134298	99.54150291770871	99.64272954626652	Sides	0.7722224225790433	38.2333570101749	44.670536011333	33.1258107937763	44.670536011333	33.1258107937763	NA	mid	max	min	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
malmito_rna_LSUG:rRNA	99.71418363701322	99.71418363701322	99.5891389782065	0.1250446588067149	99.67250208407765	99.71418363701322	Sides	0.5759322109235651	35.2531054388218	40.5705672602698	31.9603807069625	40.5705672602698	31.9603807069625	NA	mid	max	min	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
malmito_rna_RNA4:rRNA	85.22686673812075	81.76134333690604	72.29367631296891	12.933190425151835	79.76062879599857	85.22686673812075	Sides	0.5596024627199734	24.0990762161802	22.9918000793565	15.7330193985166	24.0990762161802	15.7330193985166	NA	max	max	min	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
malmito_rna_RNA5:rRNA	99.23186852447301	99.16041443372633	98.44587352625938	0.7859949982136385	98.94605216148624	99.23186852447301	Left	0.7500849102768429	21.07734398224	24.0263688983201	12.8125994896813	24.0263688983201	12.8125994896813	NA	max	max	min	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
malmito_rna_RNA7:rRNA	99.26759556984638	99.0532332976063	98.26723829939264	1.0003572704537333	98.8626890556151	99.26759556984638	Sides	0.45061644693595326	27.2739828452779	32.6491891878073	25.9124733061148	32.6491891878073	25.9124733061148	NA	min	max	min	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
malmito_rna_SSUF:rRNA	94.12290103608431	92.35441229010361	89.42479456948911	4.698106466595206	91.967369298559	94.12290103608431	Left	0.412202735342321	11.8037932729745	10.8113054144806	16.9737363078483	16.9737363078483	10.8113054144806	NA	min	min	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
malmito_SSUB:rRNA	99.21400500178635	99.28545909253305	98.35655591282601	0.9289031797070351	98.95200666904847	99.28545909253305	Sides	0.5199543049227826	39.7220426320224	44.3776350270135	36.6043181684179	44.3776350270135	36.6043181684179	NA	mid	max	min	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mCherry	52.69739192568774	62.11146838156485	56.25223294033583	9.414076455877108	57.02036441586281	62.11146838156485	Mid	0.2974219015472843	11.3912591363327	15.6233771039741	15.8377165644646	15.8377165644646	11.3912591363327	NA	min	max	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mp_rRNA	0.01786352268667381	2.4473026080743123	2.232940335834227	2.4294390853876386	1.566035488865071	2.4473026080743123	Left	1.8456645984899955	4.58686924787148	3.95619140096287	31.5488771483883	31.5488771483883	3.95619140096287	NA	min	min	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ncRNA_thermreg	87.01321900678813	79.43908538763844	67.22043586995355	19.792783136834586	77.89091342146004	87.01321900678813	Sides	0.4866276557696522	20.2454591380427	16.376485792377	12.9703756842864	20.2454591380427	12.9703756842864	NA	max	mid	min	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
neoR	13.647731332618793	16.470167917113255	12.093604858878171	4.376563058235083	14.07050136953674	16.470167917113255	Left	0.4100162743981003	12.2517597123879	15.2120181861914	18.3815030146395	18.3815030146395	12.2517597123879	NA	min	mid	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF01TR004	56.52018578063595	62.02215076813148	60.61093247588425	5.501964987495533	59.71775634155056	62.02215076813148	Left	0.21422599638029563	8.22068330794154	10.8323871634014	7.62970851751598	10.8323871634014	7.62970851751598	NA	min	max	min	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF01TR006	7.859949982136477	7.198999642729547	9.360485887817077	2.1614862450875307	8.139811837561034	9.360485887817077	Sides	0.4532598205762943	22.3876220025081	25.1189958349421	29.1638563201237	29.1638563201237	22.3876220025081	NA	min	mid	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF02TR003	12.843872811718471	12.111468381564846	17.72061450518042	5.6091461236155755	14.225318566154579	17.72061450518042	Left	0.7225804930311704	33.3984582807255	29.2338886524068	40.0364670232228	40.0364670232228	29.2338886524068	NA	mid	min	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF03TR001	5.287602715255448	4.59092533047517	4.537334762415148	0.7502679528403	4.805287602715255	5.287602715255448	Left	0.670426610080836	17.9653169735397	24.7192055047979	14.6963276840894	24.7192055047979	14.6963276840894	NA	min	max	min	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF04TR001	4.037156127188282	3.9835655591282606	5.34119328331547	1.3576277241872097	4.453971656544004	5.34119328331547	Left	0.70997620085990365	17.4182481809978	14.0404990529073	6.80410397814224	17.4182481809978	6.80410397814224	NA	max	max	min	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF04TR003	2.5544837441943553	2.393712040014291	3.3583422650946764	0.9646302250803855	2.768846016434441	3.3583422650946764	Left	0.7561168946075746	3.15887610914436	10.3408466455413	14.4628236835276	14.4628236835276	3.15887610914436	NA	min	mid	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF05TR001	0.2500893176134334	0.4287245444801715	0.23222579492675954	0.19649874955341196	0.30367988567345483	0.4287245444801715	Sides	0.3318087145231164	7.92337046604759	2.962830183927	5.58312053876197	7.92337046604759	2.962830183927	NA	max	min	mid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF05TR003	3.2332976062879597	2.4294390853876386	2.3222579492675957	0.911039657020364	2.661664880314398	3.2332976062879597	Right	0.4656966051989866	10.0425218402925	7.78366817360835	14.7458324213332	14.7458324213332	7.78366817360835	NA	min	min	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF06TR002	84.26223651304036	87.01321900678813	83.67274026438014	3.3404787424079956	84.98273192806954	87.01321900678813	Sides	0.24607631141179262	22.4107932594747	18.7319524038684	21.1897867817661	22.4107932594747	18.7319524038684	NA	max	min	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF06TR004	1.7327617006073597	1.4648088603072527	0.19649874955341196	1.5362629510539478	1.1313564368226747	1.7327617006073597	Sides	0.8189014437809099	40.6229256549597	28.3803490704351	36.333836841113	40.6229256549597	28.3803490704351	NA	max	min	mid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF06TR006	44.23008217220436	50.94676670239371	43.283315469810645	7.663451232583064	46.15338811480291	50.94676670239371	Mid	1.077587148939262	12.1120141645973	9.50568421156983	25.6156120882118	25.6156120882118	9.50568421156983	NA	min	min	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF07TR001	2.0721686316541623	1.6970346552340123	2.465166130760986	0.7681314755269737	2.078123139216387	2.465166130760986	Right	0.19985567291504622	5.78250378027059	8.77034609035053	8.74822050952985	8.77034609035053	5.78250378027059	NA	min	max	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF07TR003	1.321900678813862	1.3933547695605575	1.5719899964272956	0.25008931761343356	1.429081814933905	1.5719899964272956	Left	0.3604433203631239	23.1258593413105	26.5326699730707	21.144042333642	26.5326699730707	21.144042333642	NA	mid	max	min	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF08TR002	6.931046802429439	7.413361914969633	10.861021793497677	3.9299749910682387	8.401810170298916	10.861021793497677	Left	0.7402028118354378	42.7648814398889	43.5945746423946	53.8309134768287	53.8309134768287	42.7648814398889	NA	min	min	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF09TR001	2.786709539121115	0.9289031797070382	2.090032154340836	1.8578063594140768	1.9352149577229965	2.786709539121115	Left	1.192345281177318	11.9053330994024	19.7772096074471	29.7308950530033	29.7308950530033	11.9053330994024	NA	min	mid	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF09TR002	26.20578778135048	22.561629153269024	26.79528403001072	4.233654876741696	25.187566988210076	26.79528403001072	Left	0.7575738334466696	18.8565537348415	8.62851226310399	19.9542410731317	19.9542410731317	8.62851226310399	NA	max	min	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF09TR003	37.06680957484816	40.568060021436224	44.30153626295105	7.234726688102896	40.645468619745145	44.30153626295105	Mid	0.2745526014384268	6.15432665565911	5.70457241460929	9.80913380611377	9.80913380611377	5.70457241460929	NA	min	min	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF09TR004	5.216148624508754	6.8774562343694186	7.556270096463022	2.3401214719542685	6.5499583184470644	7.556270096463022	Right	0.2457895389687906	6.44464091365338	8.65718936037026	10.1191945212368	10.1191945212368	6.44464091365338	NA	min	mid	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF09TR005	41.675598428010005	44.03358342265095	33.904966059306894	10.128617363344055	39.87138263665595	44.03358342265095	Left	0.20264145852635587	4.80111764520446	4.9051998282691	7.83060745017348	7.83060745017348	4.80111764520446	NA	min	min	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF10TR001	8.610217934976777	11.14683815648446	9.146123615576991	2.5366202215076825	9.63439323567941	11.14683815648446	Left	0.6830363507717725	30.8541630102853	33.3031150985097	23.0917216544717	33.3031150985097	23.0917216544717	NA	max	max	min	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF10TR002	64.50518042157913	67.22043586995355	69.11396927474098	4.608788853161855	66.94652852209121	69.11396927474098	Mid	0.18880314576014845	7.24523585024598	10.0678428793602	9.31176767225833	10.0678428793602	7.24523585024598	NA	min	max	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF10TR003	41.65773490532333	38.83529832082886	39.53197570560915	2.8224365844944685	40.00833631058711	41.65773490532333	Sides	0.3382380853863477	15.0538557730773	17.262408855467	20.1105151496032	20.1105151496032	15.0538557730773	NA	min	mid	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF10TR004	1.0896748838871027	1.6255805644873171	1.607717041800643	0.5359056806002145	1.4409908300583543	1.6255805644873171	Left	0.9141308810099932	29.7207541564521	24.2211314274995	37.8873880985989	37.8873880985989	24.2211314274995	NA	mid	min	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF10TR006	29.242586638085033	34.10146480886031	41.94355126831011	12.700964630225076	35.09586757175182	41.94355126831011	Left	0.16792241593461524	39.1959285843151	38.0123608953078	40.5228010135303	40.5228010135303	38.0123608953078	NA	mid	min	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF10TR007	1.2861736334405145	1.1075384065737763	4.608788853161844	3.5012504465880676	2.334166964392045	4.608788853161844	Left	1.5635337787505585	9.96200612001545	23.9842385320233	33.3368361123363	33.3368361123363	9.96200612001545	NA	min	mid	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF10TR008	75.15183994283673	71.72204358699535	71.7577706323687	3.4297963558413755	72.87721805406693	75.15183994283673	Left	0.7428126151467466	4.83263864655624	10.537879267532	15.9376872430001	15.9376872430001	4.83263864655624	NA	min	mid	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF10TR009	4.055019649874955	3.9478385137549123	3.590568060021436	0.4644515898535193	3.8644754078837678	4.055019649874955	Left	0.8235264415186034	10.7835181541076	14.0339259616847	1.72220566098158	14.0339259616847	1.72220566098158	NA	max	max	min	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF10TR010	3.1082529474812435	0.8753126116470169	0.660950339406931	2.4473026080743123	1.5481719661783973	3.1082529474812435	Right	1.1244813502656388	28.2922596129298	16.9031530963633	11.4812634264585	28.2922596129298	11.4812634264585	NA	max	min	min	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF11TR001	17.667023937120398	21.436227224008576	20.471596998928188	3.769203286888178	19.858282720019055	21.436227224008576	Right	0.3418891379069631	12.4452841697872	13.456741216531	17.5565267814963	17.5565267814963	12.4452841697872	NA	min	min	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF11TR002	0.9467667023937121	0.660950339406931	1.6255805644873171	0.9646302250803861	1.0777658687626535	1.6255805644873171	Left	0.5965444931969973	3.38591610432649	8.97418415040415	12.3042562776216	12.3042562776216	3.38591610432649	NA	min	mid	max	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
