"","Gene_id","Variant","Percent_12B","Percent_10G","Percent_3D7B","Percent_B11","MaxRedPercentDif","MeanRedPercent","MaxRedPercent","Interval","areaFC","area_12B","area_10G","area_3D7B","area_B11","MaxArea","MinArea","MeanPercent","rel_12B","rel_10G","rel_3D7B","rel_B11","Gene_name","Annot","state_12B","state_10G","state_3D7B","state_B11","category_12B","category_10G","category_3D7B","category_B11"
"11","PF3D7_0101100",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8388898586141,NA,NA,NA,NA,"EPF4","exported protein family 4","Not_Settable","Not_Settable","Not_Settable","Not_Settable","No_Category","No_Category","No_Category","No_Category"
"12","PF3D7_0101200",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8177692441962,NA,NA,NA,NA,"EPF3","exported protein family 3","Not_Settable","Not_Settable","Not_Settable","Not_Settable","No_Category","No_Category","No_Category","No_Category"
"13","PF3D7_0101300",TRUE,7.63941940412529,6.30252100840336,22.5171886936593,2.15813598166539,20.3590527119939,9.65431627196333,22.5171886936593,"Left",3.92379698766284,48.7354925155961,48.8980336835859,75.1349660150808,22.3598965310156,75.1349660150808,22.3598965310156,31.1769069645662,"mid","mid","max","min","MC-2TM","Pfmc-2TM Maurer's cleft two transmembrane protein","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed"
"14","PF3D7_0101400",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.59513004014662,NA,NA,NA,NA,"EPF1","exported protein family 1, pseudogene","Not_Settable","Not_Settable","Not_Settable","Not_Settable","No_Category","No_Category","No_Category","No_Category"
"15","PF3D7_0101500",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.58928259731192,NA,NA,NA,NA,"VAR","erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene","Not_Settable","Not_Settable","Not_Settable","Not_Settable","No_Category","No_Category","No_Category","No_Category"
"16","PF3D7_0101600",TRUE,1.89075630252101,2.55920550038197,1.20320855614973,3.51413292589763,2.3109243697479,2.29182582123759,3.51413292589763,"Left",1.40078921673672,8.28718592949085,NA,6.65463959144867,25.4952545565575,25.4952545565575,6.65463959144867,5.35651946238436,"min",NA,"min","max","RIF","rifin","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed"
"17","PF3D7_0101700",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.43655088148019,NA,NA,NA,NA,"VAR","erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene","Not_Settable","Not_Settable","Not_Settable","Not_Settable","No_Category","No_Category","No_Category","No_Category"
"18","PF3D7_0101800",TRUE,3.38044308632544,3.13216195569137,2.7501909854851,4.73644003055768,1.98624904507257,3.4998090145149,4.73644003055768,"Left",1.63179513854581,NA,NA,15.0319380755615,36.9795826890027,36.9795826890027,15.0319380755615,2.55716529935416,NA,NA,"min","max","null","stevor","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed"
"19","PF3D7_0101900",TRUE,5.82505729564553,0.439266615737204,1.12681436210848,2.86478227654698,5.38579067990833,2.56398013750955,5.82505729564553,"Left",1.00518504261392,13.219792941589,NA,NA,26.7395317647462,26.7395317647462,13.219792941589,3.17681968930005,"min",NA,NA,"max","RIF","rifin","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed"
"20","PF3D7_0102000",TRUE,19.4041252864782,19.4614209320092,25.5920550038197,1.52788388082506,24.0641711229947,16.496371275783,25.5920550038197,"Left",2.01800522214998,58.6891142305477,58.7485568820938,52.9458885395334,31.6063866441766,58.7485568820938,31.6063866441766,6.64819340198988,"max","max","max","min","null","Plasmodium exported protein (PHISTa), unknown function, pseudogene","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Active_FC","Var_Repressed_FC_noredpcnt","Var_Repressed","Var_Repressed","Var_Active","Var_Repressed"
"21","PF3D7_0102100",TRUE,13.5408708938121,11.1917494270435,6.28342245989305,6.32161955691367,7.25744843391902,9.33441558441558,13.5408708938121,"Mid",1.16567145958513,24.1230000956114,27.7358864867478,16.7352174967363,12.0576053553278,27.7358864867478,12.0576053553278,9.54355035782859,"max","max","min","min","null","stevor, pseudogene","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed"
"22","PF3D7_0102200",TRUE,98.4530175706646,98.0328495034377,97.9564553093965,97.8227654698243,0.630252100840337,98.0662719633308,98.4530175706646,"Sides",2.1452191327788,69.6763235382881,73.410349913826,68.8993469454785,44.5571525779512,73.410349913826,44.5571525779512,98.7475999301798,"max","max","max","min","RESA","ring-infected erythrocyte surface antigen","Var_Active_FC","Var_Active_FC","Var_Active_FC","Var_Repressed_FC","Var_Active","Var_Active","Var_Active","Var_Repressed"
"23","PF3D7_0102300",FALSE,79.9274255156608,73.6249045072575,74.8281130634072,74.1787624140565,6.30252100840336,75.6398013750955,79.9274255156608,"Right",1.44307002882853,45.9854433619718,42.786182480027,44.8589952845492,62.1954743677707,62.1954743677707,42.786182480027,95.2478617559784,"min","min","min","max","null","Plasmodium exported protein, unknown function","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active"
"24","PF3D7_0102400",FALSE,29.1061879297173,35.6760886172651,28.7624140565317,20.301757066463,15.3743315508021,28.4616119174943,35.6760886172651,"Mid",1.38816232219882,23.5584961248499,24.9311272812417,20.8003363688376,6.26034404766752,24.9311272812417,6.26034404766752,24.1228835747949,"max","max","max","min","null","lysophospholipase, putative, pseudogene","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive","Inactive","Inactive","Inactive"
"25","PF3D7_0102500",FALSE,98.6249045072575,97.8991596638655,98.0328495034377,96.1229946524064,2.50190985485104,97.6699770817418,98.6249045072575,"Left",0.692777758485993,14.2607669582772,8.0674617228645,13.1979312174734,17.3853225745011,17.3853225745011,8.0674617228645,73.2675859661372,"mid","min","mid","max","EBA181","erythrocyte binding antigen-181","Active","Active","Active","Active","Active","Active","Active","Active"
"26","PF3D7_0102600",FALSE,23.77769289534,25.9931245225363,24.2551566080978,71.524064171123,47.746371275783,36.3875095492743,71.524064171123,"Left",1.85008852887837,46.7037092437131,42.6224688842101,46.8223319172399,21.9386412038258,46.8223319172399,21.9386412038258,48.1650375283645,"max","max","max","min","FIKK1","serine/threonine protein kinase, FIKK family","Active_FC_Dif_max","Active_FC_Dif_max","Active_FC_Dif_max","Inactive_FC_Dif_min","Active","Active","Active","Inactive"
"27","PF3D7_0102700",FALSE,55.0420168067227,33.7280366692131,43.8120702826585,52.7501909854851,21.3139801375096,46.3330786860199,55.0420168067227,"Sides",0.798071135793331,34.4863104237885,34.6854344996618,32.7451900393164,23.9513777232415,34.6854344996618,23.9513777232415,46.8689998254495,"max","max","max","min","MaTrA","merozoite-associated tryptophan-rich antigen","Active","Active","Active","Active","Active","Active","Active","Active"
"28","PF3D7_0102800",FALSE,40.6226126814362,58.9954163483575,58.9381207028266,28.4950343773873,30.5003819709702,46.7627960275019,58.9954163483575,"Mid",0.532033108106149,16.54985068892,16.9681621588443,15.8872761760713,23.043121480099,23.043121480099,15.8872761760713,34.022080642346,"min","min","min","max","null","seipin domain-containing protein, putative","Active","Active","Active","Active","Active","Active","Active","Active"
"29","PF3D7_0102900",FALSE,67.9144385026738,67.5133689839572,67.1504965622613,78.7624140565317,11.6119174942704,70.335179526356,78.7624140565317,"Mid",0.407402770895026,28.9486663284674,28.814929382417,29.8300032490315,24.3504359804934,29.8300032490315,24.3504359804934,82.8373189038226,"max","max","max","min","null","aspartate--tRNA ligase","Active","Active","Active","Active","Active","Active","Active","Active"
"30","PF3D7_0103000",FALSE,36.1344537815126,30.366692131398,31.035141329259,59.8739495798319,29.5072574484339,39.3525592055004,59.8739495798319,"Right",2.18766176397704,36.2068682908311,38.0637014566719,36.0676590952237,8.63965073118077,38.0637014566719,8.63965073118077,40.7510036655612,"max","max","max","min","null","vacuolar protein sorting-associated protein VTA1, putative","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active"
"31","PF3D7_0103100",FALSE,44.576012223071,45.550038197097,50.7639419404125,50.3246753246753,6.18792971734148,47.803666921314,50.7639419404125,"Left",0.481831931898084,8.9121433189506,7.83151421158018,2.43150383492137,7.04727111193998,8.9121433189506,2.43150383492137,24.4828940478268,"max","max","min","max","VPS51","vacuolar protein sorting-associated protein 51, putative","Active_rescued","Active_rescued","Active_rescued","Active_rescued","Active","Active","Active","Active"
"32","PF3D7_0103200",FALSE,77.7501909854851,82.1428571428571,81.283422459893,86.401833460657,8.65164247517188,81.8945760122231,86.401833460657,"Left",0.971214917156743,23.1404880668798,23.7909652379479,25.196240149773,36.203328702638,36.203328702638,23.1404880668798,91.8659451911328,"min","min","min","max","NT4","nucleoside transporter 4","Active","Active","Active","Active","Active","Active","Active","Active"
"33","PF3D7_0103300",FALSE,46.524064171123,41.9213139801375,41.2337662337662,29.2016806722689,17.3223834988541,39.7202062643239,46.524064171123,"Left",0.568259655284112,9.44465532922682,10.4684658422738,9.3410686198724,16.9841609834437,16.9841609834437,9.3410686198724,44.3685634491185,"min","min","min","max","null","conserved protein, unknown function","Active","Active","Active","Active","Active","Active","Active","Active"
"34","PF3D7_0103400",FALSE,58.1168831168831,51.3559969442322,64.6676852559205,81.951871657754,30.5958747135218,64.0231092436975,81.951871657754,"Sides",0.467270392739078,22.3488124630219,20.2463103244699,23.6445636845961,17.3597769022555,23.6445636845961,17.3597769022555,64.5247861755978,"max","mid","max","min","null","zinc-carboxypeptidase, putative","Active","Active","Active","Active","Active","Active","Active","Active"
"35","PF3D7_0103500",FALSE,19.1558441558442,20.1680672268908,16.9786096256685,10.8670741023682,9.30099312452254,16.7923987776929,20.1680672268908,"Mid",0.553865598036431,29.2492190266163,30.5513328342009,26.891603680003,23.1018405406109,30.5513328342009,23.1018405406109,20.5707802408797,"max","max","mid","min","null","conserved Plasmodium protein, unknown function","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"36","PF3D7_0103600",FALSE,26.9289533995416,39.7822765469824,32.4866310160428,27.8265851795264,12.8533231474408,31.7561115355233,39.7822765469824,"Sides",0.54051969813191,14.2355493071416,16.6594920269587,13.3858704037452,9.38950208708451,16.6594920269587,9.38950208708451,45.0645836969803,"mid","max","mid","min","null","ATP-dependent RNA helicase, putative","Active","Active","Active","Active","Active","Active","Active","Active"
"37","PF3D7_0103700",FALSE,28.2276546982429,31.8372803666921,30.8632543926662,27.1199388846448,4.71734148204737,29.5120320855615,31.8372803666921,"Left",1.18065819219415,21.903150289264,23.4000188962991,20.196037828714,7.52016621128776,23.4000188962991,7.52016621128776,29.4423110490487,"max","max","max","min","PSTK","L-seryl-tRNA(Sec) kinase, putative","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active"
"38","PF3D7_0103800",FALSE,33.7471352177235,37.0893812070283,30.5958747135218,24.3506493506494,12.7387318563789,31.4457601222307,37.0893812070283,"Right",0.852102667512186,26.5100343243444,28.4177933335725,24.3227864738788,35.7835673519177,35.7835673519177,24.3227864738788,39.1276837144353,"min","mid","min","max","1 ARP","actin-related protein","Active","Active","Active","Active","Active","Active","Active","Active"
"39","PF3D7_0103900",FALSE,64.3239113827349,77.4255156608098,76.9862490450726,56.3789152024446,21.0466004583652,68.7786478227655,77.4255156608098,"Left",0.807288201278759,14.8721085375508,13.5763276788361,15.19931137456,24.4343539860354,24.4343539860354,13.5763276788361,58.5267935067202,"min","min","min","max","PIESP15","parasite-infected erythrocyte surface protein","Active","Active","Active","Active","Active","Active","Active","Active"
"40","PF3D7_0104000",FALSE,12.1657754010695,12.1657754010695,8.82352941176471,11.3445378151261,3.34224598930481,11.1249045072574,12.1657754010695,"Right",1.70156314377305,24.4080459181911,29.948581732214,21.4829814074216,7.06255744846649,29.948581732214,7.06255744846649,19.7809390818642,"max","max","mid","min","TRSP","thrombospondin-related sporozoite protein","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive","Inactive","Inactive","Inactive"
"41","PF3D7_0104100",FALSE,64.9732620320856,54.5836516424752,52.1581359816654,40.1451489686784,24.8281130634072,52.9650496562261,64.9732620320856,"Left",0.4165257714411,15.6267493512625,12.2980854284206,13.1157888136739,10.0244777253797,15.6267493512625,10.0244777253797,44.6522080642346,"max","mid","mid","min","null","conserved Plasmodium membrane protein, unknown function","Active","Active","Active","Active","Active","Active","Active","Active"
"42","PF3D7_0104200",FALSE,97.6699770817418,96.5049656226127,96.0847975553858,95.6455309396486,2.02444614209321,96.4763177998472,97.6699770817418,"Mid",1.04227398449268,46.511108040275,45.7280262886994,47.6335282522992,33.6149431608726,47.6335282522992,33.6149431608726,82.4903997207192,"max","max","max","min","null","StAR-related lipid transfer protein","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active"
"43","PF3D7_0104300",FALSE,84.75935828877,79.4881588999236,87.2612681436211,89.3812070282658,9.89304812834224,85.2224980901451,89.3812070282658,"Sides",0.667798575756409,26.707128972578,26.8971446684494,25.9747208457096,17.9152538245257,26.8971446684494,17.9152538245257,70.8893349624716,"max","max","max","min","UBP1","ubiquitin carboxyl-terminal hydrolase 1, putative","Active","Active","Active","Active","Active","Active","Active","Active"
"44","PF3D7_0104400",FALSE,48.5294117647059,55.3857906799083,62.4904507257448,48.8349885408709,13.961038961039,53.8101604278075,62.4904507257448,"Left",0.33825023573423,14.9094910941843,14.5518637198637,16.6354422006949,19.1013293904891,19.1013293904891,14.5518637198637,62.9472857392215,"min","min","mid","max","LytB","4-hydroxy-3-methylbut-2-enyl diphosphate reductase","Active","Active","Active","Active","Active","Active","Active","Active"
"45","PF3D7_0104500",FALSE,38.0061115355233,35.3705118411001,39.0565317035905,80.5958747135218,45.2253628724217,48.2572574484339,80.5958747135218,"Right",0.52472472330722,15.3033239160167,15.5700299747614,16.7670377631328,22.3608714444988,22.3608714444988,15.3033239160167,79.4161284691918,"min","min","min","max","null","conserved protein, unknown function","Active","Active","Active","Active","Active","Active","Active","Active"
"46","PF3D7_0104600",FALSE,12.7005347593583,16.4247517188694,14.1520244461421,12.7769289533995,3.72421695951108,14.0135599694423,16.4247517188694,"Mid",0.519223788760825,25.2854651840743,28.475780362456,25.5167520926412,32.2690251429074,32.2690251429074,25.2854651840743,21.6377203700471,"min","mid","min","max","null","conserved Plasmodium protein, unknown function","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"47","PF3D7_0104700",FALSE,3.09396485867074,3.15126050420168,2.36822001527884,8.21237585943468,5.84415584415584,4.20645530939649,8.21237585943468,"Mid",1.76822515316423,19.8130703061461,29.6724829562718,19.3114353610063,5.88985464621285,29.6724829562718,5.88985464621285,5.26269855123058,"mid","max","mid","min","MFR2","major facilitator superfamily-related transporter, putative","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive","Inactive","Inactive","Inactive"
"48","PF3D7_0104800",FALSE,71.6768525592055,72.135217723453,69.7669977081742,74.6753246753247,4.90832696715049,72.0635981665394,74.6753246753247,"Left",0.511628586850714,26.3627390454257,23.5472184634045,29.691257260272,22.8098527671299,29.691257260272,22.8098527671299,45.4005934718101,"mid","min","max","min","NPT1","novel putative transporter 1, putative","Active","Active","Active","Active","Active","Active","Active","Active"
"49","PF3D7_0104900",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.2660150113458,NA,NA,NA,NA,"null","RNase MRP","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active","Active","Active","Active"
"50","PF3D7_0105000",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.7791935765404,NA,NA,NA,NA,"null","unspecified product","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active","Active","Active","Active"
"51","PF3D7_0105100",FALSE,23.9686783804431,27.0435446906035,24.5798319327731,19.9770817417876,7.06646294881589,23.8922841864018,27.0435446906035,"Right",1.86829271318148,33.5518824988557,34.876732879464,31.9481400421313,57.0766770344222,57.0766770344222,31.9481400421313,40.9059172630477,"min","min","min","max","null","conserved Apicomplexan protein, unknown function","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active"
"52","PF3D7_0105200",FALSE,50.2673796791444,65.4507257448434,58.0022918258212,62.375859434683,15.183346065699,59.024064171123,65.4507257448434,"Mid",0.690829377208461,27.7740928885818,28.0343835439024,27.3335908121843,36.6252459356381,36.6252459356381,27.3335908121843,68.1881654739047,"min","min","min","max","null","heptatricopeptide repeat and RAP domain-containing protein, putative","Active","Active","Active","Active","Active","Active","Active","Active"
"53","PF3D7_0105300",FALSE,88.9419404125287,88.1398013750955,89.7058823529412,86.9556913674561,2.75019098548509,88.4358288770053,89.7058823529412,"Sides",0.56775470062577,35.281234200192,33.0069665529142,34.0831560667678,40.6432672763308,40.6432672763308,33.0069665529142,84.6220980973992,"min","min","min","max","CAP","cyclase-associated protein","Active","Active","Active","Active","Active","Active","Active","Active"
"54","PF3D7_0105400",FALSE,84.0718105423988,87.4904507257448,79.3735676088617,84.7975553857907,8.1168831168831,83.933346065699,87.4904507257448,"Mid",0.487150560472989,20.7210709946172,17.7951163807665,18.2429310982658,14.1688959562555,20.7210709946172,14.1688959562555,79.4030371792634,"max","mid","mid","min","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active","Active","Active"
"55","PF3D7_0105500",FALSE,15.8708938120703,20.6264323911383,19.6715049656226,15.6035141329259,5.02291825821238,17.9430863254393,20.6264323911383,"Right",1.31537583584517,35.8462752035782,37.482824228615,34.678968025519,52.3707730176365,52.3707730176365,34.678968025519,27.1011520335137,"min","min","min","max","null","conserved protein, unknown function","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active"
"56","PF3D7_0105600",FALSE,35.1986249045073,38.5599694423224,37.7005347593583,42.3032849503438,7.10466004583652,38.4406035141329,42.3032849503438,"Right",1.17169339320778,25.7304718494949,28.0256420390657,26.4858616058057,12.2663659004211,28.0256420390657,12.2663659004211,30.8212602548438,"max","max","max","min","null","conserved Plasmodium protein, unknown function","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active"
"57","PF3D7_0105700",FALSE,55.1566080977846,60.7142857142857,59.0718105423988,34.7211611917494,25.9931245225363,52.4159663865546,60.7142857142857,"Right",0.992779240201584,27.9797428495729,29.0116621286752,28.6897186890218,15.6587813479639,29.0116621286752,15.6587813479639,36.212689823704,"max","max","max","min","null","asparagine-rich antigen Pfa35-2","Active","Active","Active","Active","Active","Active","Active","Active"
"58","PF3D7_0105800",FALSE,70.244461420932,71.6577540106952,75.0763941940413,73.77769289534,4.83193277310924,72.6890756302521,75.0763941940413,"Mid",0.340015809823153,33.14578783289,30.6141074517805,28.5725751907686,32.1555956675577,33.14578783289,28.5725751907686,71.7599057427125,"max","mid","min","max","null","cyclin-dependent kinases regulatory subunit, putative","Active","Active","Active","Active","Active","Active","Active","Active"
"59","PF3D7_0105900",FALSE,77.501909854851,79.3735676088617,73.9495798319328,45.2826585179526,34.0909090909091,69.0269289533995,79.3735676088617,"Mid",1.17002361916872,31.4779634431172,32.6733807691481,31.9607000957679,47.2147811209365,47.2147811209365,31.4779634431172,50.6545644964217,"min","min","min","max","null","3'-5' exonuclease, putative","Inactive_FC_Dif_min","Inactive_FC_Dif_min","Inactive_FC_Dif_min","Active_FC_Dif_max","Inactive","Inactive","Inactive","Active"
"60","PF3D7_0106000",FALSE,82.6394194041253,86.0198624904507,87.5477463712758,81.7608861726509,5.78686019862489,84.4919786096257,87.5477463712758,"Right",1.57306659429094,29.5577463000053,26.9184029297566,28.0582351732535,48.0761486229698,48.0761486229698,26.9184029297566,59.8381043812184,"min","min","min","max","null","conserved protein, unknown function","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active"
"61","PF3D7_0106100",FALSE,73.5867074102368,74.4079449961803,75.2673796791444,78.8006111535523,5.21390374331551,75.5156608097785,78.8006111535523,"Left",1.5082259892804,33.9784982675895,31.9398422475453,29.6920177596576,13.6928587117681,33.9784982675895,13.6928587117681,60.4861232326759,"max","max","max","min","null","V-type proton ATPase subunit C, putative","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active"
"62","PF3D7_0106200",FALSE,51.0886172650879,63.9992360580596,60.6187929717341,56.1115355233002,12.9106187929717,57.9545454545455,63.9992360580596,"Left",0.534359072828703,8.74483026976303,7.08107732065105,7.25862561546978,14.2682068501971,14.2682068501971,7.08107732065105,45.7867865246989,"min","min","min","max","null","EF hand domain-containing protein, putative","Active","Active","Active","Active","Active","Active","Active","Active"
"63","PF3D7_0106300",FALSE,95.2253628724217,94.8433919022154,94.6906035141329,82.7731092436975,12.4522536287242,91.8831168831169,95.2253628724217,"Mid",0.437194208849896,19.3758675920655,16.9918287077521,18.020297624802,13.4956054830344,19.3758675920655,13.4956054830344,84.0155349973817,"max","mid","max","min","ATP6","calcium-transporting ATPase","Active","Active","Active","Active","Active","Active","Active","Active"
"64","PF3D7_0106400",FALSE,59.1673032849503,55.6149732620321,52.2727272727273,80.3284950343774,28.0557677616501,61.8458747135218,80.3284950343774,"Right",0.280992791320781,17.827951848046,15.5138622776922,18.4244708088124,14.6451177655479,18.4244708088124,14.6451177655479,79.1783033688253,"max","min","max","min","null","pre-rRNA-processing protein TSR2, putative","Active","Active","Active","Active","Active","Active","Active","Active"
