Gene_id	Variant	Percent_12B	Percent_10G	Percent_3D7B	MaxRedPercentDif	MeanRedPercent	MaxRedPercent	Interval	Pass_Maxtime	areaFC	area_12B	area_10G	area_3D7B	MaxArea	MinArea	MeanPercent	rel_12B	rel_10G	rel_3D7B	Gene_name	Annot	state_12B	state_10G	state_3D7B	category_12B	category_10G	category_3D7B
PF3D7_0106500	FALSE	25.46439628482972	33.126934984520126	31.40479876160991	7.662538699690405	29.99871001031992	33.126934984520126	Left	FALSE	0.42558104562642524	9.0216993819697	7.06040456281033	3.27635526601296	9.0216993819697	3.27635526601296	27.79062663641124	max	mid	min	null	conserved Plasmodium protein, unknown function	Undetermined	Undetermined	Undetermined	No_Category	No_Category	No_Category
PF3D7_0106600	FALSE	9.73297213622291	8.76547987616099	7.817337461300309	1.9156346749226012	8.771929824561404	9.73297213622291	Right	FALSE	0.35341779624987407	14.8645353647527	17.9660376344664	13.1948973850931	17.9660376344664	13.1948973850931	12.596002792808518	mid	max	min	null	conserved Plasmodium protein, unknown function	Inactive_rnaseq	Inactive_rnaseq	Inactive_rnaseq	Inactive	Inactive	Inactive
PF3D7_0106700	FALSE	59.849071207430335	54.0828173374613	54.431114551083596	5.766253869969034	56.121001031991746	59.849071207430335	Right	FALSE	0.2417118124671793	5.01330243714035	7.10180387203259	8.27641190544727	8.27641190544727	5.01330243714035	63.63239657880957	min	mid	max	AARP2	small ribosomal subunit assembling AARP2 protein	Active	Active	Active	Active	Active	Active
PF3D7_0106800	FALSE	88.2546439628483	89.95743034055728	83.63003095975232	6.3273993808049624	87.28070175438597	89.95743034055728	Sides	FALSE	0.22902876011497775	16.4126835083716	18.5653520765697	15.4734638150175	18.5653520765697	15.4734638150175	73.9439692791063	min	max	min	RAB5c	ras-related protein Rab-5C	Active	Active	Active	Active	Active	Active
PF3D7_0106900	FALSE	64.29953560371517	78.61842105263158	78.30882352941177	14.318885448916404	73.74226006191951	78.61842105263158	Mid	FALSE	0.3171382981894813	14.7919345150483	18.6688745555577	19.0733015406063	19.0733015406063	14.7919345150483	57.706406004538316	min	max	max	IspD	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, putative	Active	Active	Active	Active	Active	Active
PF3D7_0107000	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	82.97259556641647	NA	NA	NA	CEN1	centrin-1	Active_FCna_Redna	Active_FCna_Redna	Active_FCna_Redna	Active	Active	Active
PF3D7_0107100	FALSE	21.246130030959755	24.63235294117647	24.013157894736842	3.3862229102167163	23.29721362229102	24.63235294117647	Mid	FALSE	0.28585861200916285	38.0693528080979	36.078873303039	34.2102615459742	38.0693528080979	34.2102615459742	27.24297434107174	max	mid	min	null	conserved protein, unknown function	Inactive	Inactive	Inactive	Inactive	Inactive	Inactive
PF3D7_0107200	FALSE	18.479102167182663	18.03405572755418	17.240712074303406	1.238390092879257	17.91795665634675	18.479102167182663	Left	FALSE	0.24904050672451128	19.1928395482758	20.617947368557	17.2559005277761	20.617947368557	17.2559005277761	29.610315936463607	mid	max	min	CCR4-3	CCR4 domain-containing protein 3, putative	Inactive	Inactive	Inactive	Inactive	Inactive	Inactive
PF3D7_0107300	FALSE	8.339783281733746	10.061919504643962	9.578173374613003	1.7221362229102155	9.326625386996904	10.061919504643962	Right	FALSE	0.22233672398205415	9.27828152642716	9.78892166258692	6.78737588882919	9.78892166258692	6.78737588882919	14.356781288182928	max	max	min	null	conserved Plasmodium protein, unknown function	Inactive_rnaseq	Inactive_rnaseq	Inactive_rnaseq	Inactive	Inactive	Inactive
PF3D7_0107400	FALSE	20.781733746130033	20.762383900928793	21.439628482972136	0.6772445820433433	20.994582043343655	21.439628482972136	Left	FALSE	0.5585830795987482	16.189897772856	23.7307693474391	18.0966680547179	23.7307693474391	16.189897772856	56.19218013614942	min	max	min	null	ATP synthase-associated protein, putative	Inactive	Inactive	Inactive	Inactive	Inactive	Inactive
PF3D7_0107500	FALSE	84.36532507739938	86.80340557275542	83.51393188854489	3.2894736842105345	84.89422084623322	86.80340557275542	Left	FALSE	0.16456978311044448	27.7715877869316	28.1488908536104	25.9271987816194	28.1488908536104	25.9271987816194	85.54721591900855	max	max	min	NCR1	Niemann-Pick type C1-related protein	Active	Active	Active	Active	Active	Active
