"","Gene_id","Variant","Percent_12B","Percent_10G","Percent_3D7B","MaxRedPercentDif","MeanRedPercent","MaxRedPercent","Interval","areaFC","area_12B","area_10G","area_3D7B","MaxArea","MinArea","MeanPercent","rel_12B","rel_10G","rel_3D7B","Gene_name","Annot","state_12B","state_10G","state_3D7B","category_12B","category_10G","category_3D7B"
"19","PF3D7_0102500",FALSE,98.6249045072575,97.8991596638655,98.0328495034377,0.725744843391908,98.1856378915202,98.6249045072575,"Left",0.460468790737004,14.2607669582772,8.0674617228645,13.1979312174734,14.2607669582772,8.0674617228645,73.2675859661372,"max","min","max","EBA181","erythrocyte binding antigen-181","Active","Active","Active","Active","Active","Active"
"20","PF3D7_0102600",FALSE,23.77769289534,25.9931245225363,24.2551566080978,2.21543162719633,24.6753246753247,25.9931245225363,"Mid",0.426616101291881,32.4559324540166,26.7179458916408,30.8502725332874,32.4559324540166,26.7179458916408,48.1650375283645,"max","min","max","FIKK1","serine/threonine protein kinase, FIKK family","Active","Active","Active","Active","Active","Active"
"21","PF3D7_0102700",FALSE,55.0420168067227,33.7280366692131,43.8120702826585,21.3139801375096,44.1940412528648,55.0420168067227,"Left",0.171626095521033,30.685695717927,28.8190490671066,28.3773247331691,30.685695717927,28.3773247331691,46.8689998254495,"max","min","min","MaTrA","merozoite-associated tryptophan-rich antigen","Active","Active","Active","Active","Active","Active"
"22","PF3D7_0102800",FALSE,40.6226126814362,58.9954163483575,58.9381207028266,18.3728036669213,52.8520499108734,58.9954163483575,"Sides",0.265993596276751,13.6470464078069,12.5611298071455,10.0694325378846,13.6470464078069,10.0694325378846,34.022080642346,"max","max","min","null","seipin domain-containing protein, putative","Active","Active","Active","Active","Active","Active"
"23","PF3D7_0102900",FALSE,67.9144385026738,67.5133689839572,67.1504965622613,0.763941940412536,67.5261013496308,67.9144385026738,"Right",0.0863773250013752,16.4728277171707,16.287473532997,17.4492485542655,17.4492485542655,16.287473532997,82.8373189038226,"min","min","max","null","aspartate--tRNA ligase","Active","Active","Active","Active","Active","Active"
"24","PF3D7_0103000",FALSE,36.1344537815126,30.366692131398,31.035141329259,5.76776165011459,32.5120957473899,36.1344537815126,"Mid",0.575707819961866,18.7578552360338,26.5011254145209,20.9922588577216,26.5011254145209,18.7578552360338,40.7510036655612,"min","max","min","null","vacuolar protein sorting-associated protein VTA1, putative","Active","Active","Active","Active","Active","Active"
"25","PF3D7_0103100",FALSE,44.576012223071,45.550038197097,50.7639419404125,6.18792971734148,46.9633307868602,50.7639419404125,"Left",0.481831931898084,8.9121433189506,7.83151421158018,2.43150383492137,8.9121433189506,2.43150383492137,24.4828940478268,"max","max","min","VPS51","vacuolar protein sorting-associated protein 51, putative","Active_rescued","Active_rescued","Active_rescued","Active","Active","Active"
"26","PF3D7_0103200",FALSE,77.7501909854851,82.1428571428571,81.283422459893,4.39266615737203,80.3921568627451,82.1428571428571,"Mid",0.27398360606316,26.5119700918278,28.6392008684066,30.1970495933773,30.1970495933773,26.5119700918278,91.8659451911328,"min","mid","max","NT4","nucleoside transporter 4","Active","Active","Active","Active","Active","Active"
"27","PF3D7_0103300",FALSE,46.524064171123,41.9213139801375,41.2337662337662,5.29029793735676,43.2263814616756,46.524064171123,"Mid",0.0990686801554714,4.67142049581755,6.00389424390864,5.41703180299013,6.00389424390864,4.67142049581755,44.3685634491185,"min","max","mid","null","conserved protein, unknown function","Active","Active","Active","Active","Active","Active"
"28","PF3D7_0103400",FALSE,58.1168831168831,51.3559969442322,64.6676852559205,13.3116883116883,58.0468551056786,64.6676852559205,"Left",0.260615349979227,18.8042112318435,16.0697626151541,19.5750390723747,19.5750390723747,16.0697626151541,64.5247861755978,"max","min","max","null","zinc-carboxypeptidase, putative","Active","Active","Active","Active","Active","Active"
"29","PF3D7_0103500",FALSE,19.1558441558442,20.1680672268908,16.9786096256685,3.1894576012223,18.7675070028011,20.1680672268908,"Mid",0.27209882187345,29.2492190266163,30.5513328342009,26.891603680003,30.5513328342009,26.891603680003,20.5707802408797,"mid","max","min","null","conserved Plasmodium protein, unknown function","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"30","PF3D7_0103600",FALSE,26.9289533995416,39.7822765469824,32.4866310160428,12.8533231474408,33.065953654189,39.7822765469824,"Mid",0.300278568522699,14.2228120181056,18.2615587647359,14.406398547476,18.2615587647359,14.2228120181056,45.0645836969803,"min","max","min","null","ATP-dependent RNA helicase, putative","Active","Active","Active","Active","Active","Active"
"31","PF3D7_0103700",FALSE,28.2276546982429,31.8372803666921,30.8632543926662,3.6096256684492,30.3093964858671,31.8372803666921,"Left",0.238214205768409,21.903150289264,23.4000188962991,20.196037828714,23.4000188962991,20.196037828714,29.4423110490487,"mid","max","min","PSTK","L-seryl-tRNA(Sec) kinase, putative","Active","Active","Active","Active","Active","Active"
"32","PF3D7_0103800",FALSE,33.7471352177235,37.0893812070283,30.5958747135218,6.4935064935065,33.8107970460912,37.0893812070283,"Left",0.419264721933347,11.8336153671071,6.19450485710358,6.9776879548032,11.8336153671071,6.19450485710358,39.1276837144353,"max","min","min","1 ARP","actin-related protein","Active","Active","Active","Active","Active","Active"
"33","PF3D7_0103900",FALSE,64.3239113827349,77.4255156608098,76.9862490450726,13.1016042780749,72.9118920295391,77.4255156608098,"Left",0.120667932767576,14.8721085375508,13.5763276788361,15.19931137456,15.19931137456,13.5763276788361,58.5267935067202,"max","min","max","PIESP15","parasite-infected erythrocyte surface protein","Active","Active","Active","Active","Active","Active"
"34","PF3D7_0104000",FALSE,12.1657754010695,12.1657754010695,8.82352941176471,3.34224598930481,11.0516934046346,12.1657754010695,"Right",0.629412663553338,24.4080459181911,29.948581732214,21.4829814074216,29.948581732214,21.4829814074216,19.7809390818642,"mid","max","min","TRSP","thrombospondin-related sporozoite protein","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"35","PF3D7_0104100",FALSE,64.9732620320856,54.5836516424752,52.1581359816654,12.8151260504202,57.2383498854087,64.9732620320856,"Sides",0.311975291266647,31.4596151875247,30.5929739787408,27.2635475199883,31.4596151875247,27.2635475199883,44.6522080642346,"max","max","min","null","conserved Plasmodium membrane protein, unknown function","Active","Active","Active","Active","Active","Active"
"36","PF3D7_0104200",FALSE,97.6699770817418,96.5049656226127,96.0847975553858,1.585179526356,96.7532467532468,97.6699770817418,"Left",0.256750908105242,31.6155768087988,30.3029785723542,33.7562782863697,33.7562782863697,30.3029785723542,82.4903997207192,"mid","min","max","null","StAR-related lipid transfer protein","Active","Active","Active","Active","Active","Active"
"37","PF3D7_0104300",FALSE,84.75935828877,79.4881588999236,87.2612681436211,7.77310924369748,83.8362617774382,87.2612681436211,"Mid",0.177412367750364,14.6695105503008,16.6952221718462,14.3090258256038,16.6952221718462,14.3090258256038,70.8893349624716,"min","max","min","UBP1","ubiquitin carboxyl-terminal hydrolase 1, putative","Active","Active","Active","Active","Active","Active"
"38","PF3D7_0104400",FALSE,48.5294117647059,55.3857906799083,62.4904507257448,13.961038961039,55.4685510567864,62.4904507257448,"Left",0.154912898203063,14.9094910941843,14.5518637198637,16.6354422006949,16.6354422006949,14.5518637198637,62.9472857392215,"min","min","max","LytB","4-hydroxy-3-methylbut-2-enyl diphosphate reductase","Active","Active","Active","Active","Active","Active"
"39","PF3D7_0104500",FALSE,38.0061115355233,35.3705118411001,39.0565317035905,3.68601986249045,37.4777183600713,39.0565317035905,"Mid",0.239869916832974,31.3249660911597,32.7007493210506,34.5512164725632,34.5512164725632,31.3249660911597,79.4161284691918,"min","mid","max","null","conserved protein, unknown function","Active","Active","Active","Active","Active","Active"
"40","PF3D7_0104600",FALSE,12.7005347593583,16.4247517188694,14.1520244461421,3.72421695951108,14.4257703081232,16.4247517188694,"Right",0.294636004877911,11.6254174248066,15.5882716904145,12.1559163017453,15.5882716904145,11.6254174248066,21.6377203700471,"min","max","min","null","conserved Plasmodium protein, unknown function","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"41","PF3D7_0104700",FALSE,3.09396485867074,3.15126050420168,2.36822001527884,0.783040488922842,2.87114845938375,3.15126050420168,"Left",0.833857530108758,19.2688845759189,30.4842683558817,25.2412913868949,30.4842683558817,19.2688845759189,5.26269855123058,"min","max","mid","MFR2","major facilitator superfamily-related transporter, putative","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"42","PF3D7_0104800",FALSE,71.6768525592055,72.135217723453,69.7669977081742,2.36822001527882,71.1930226636109,72.135217723453,"Left",0.45680585850316,26.3627390454257,23.5472184634045,29.691257260272,29.691257260272,23.5472184634045,45.4005934718101,"mid","min","max","NPT1","novel putative transporter 1, putative","Active","Active","Active","Active","Active","Active"
"43","PF3D7_0105100",FALSE,23.9686783804431,27.0435446906035,24.5798319327731,3.07486631016043,25.1973516679399,27.0435446906035,"Mid",0.345677106082899,35.1454087231602,36.4087046210178,31.7593475442028,36.4087046210178,31.7593475442028,40.9059172630477,"max","max","min","null","conserved Apicomplexan protein, unknown function","Active","Active","Active","Active","Active","Active"
"44","PF3D7_0105200",FALSE,50.2673796791444,65.4507257448434,58.0022918258212,15.183346065699,57.9067990832697,65.4507257448434,"Sides",0.178343872433442,17.4035756954464,16.3906620674072,15.0048506112166,17.4035756954464,15.0048506112166,68.1881654739047,"max","mid","min","null","heptatricopeptide repeat and RAP domain-containing protein, putative","Active","Active","Active","Active","Active","Active"
"45","PF3D7_0105300",FALSE,88.9419404125287,88.1398013750955,89.7058823529412,1.56608097784569,88.9292080468551,89.7058823529412,"Sides",0.169090531396119,35.281234200192,33.0069665529142,34.0831560667678,35.281234200192,33.0069665529142,84.6220980973992,"max","min","mid","CAP","cyclase-associated protein","Active","Active","Active","Active","Active","Active"
"46","PF3D7_0105400",FALSE,84.0718105423988,87.4904507257448,79.3735676088617,8.1168831168831,83.6452762923351,87.4904507257448,"Sides",0.477336189656625,38.7816222663244,32.3614505154428,33.7338583800388,38.7816222663244,32.3614505154428,79.4030371792634,"max","min","min","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active"
"47","PF3D7_0105500",FALSE,15.8708938120703,20.6264323911383,19.6715049656226,4.75553857906799,18.7229437229437,20.6264323911383,"Left",0.518981130161279,42.3469979462607,40.2775457243176,35.3667017455915,42.3469979462607,35.3667017455915,27.1011520335137,"max","max","min","null","conserved protein, unknown function","Active","Active","Active","Active","Active","Active"
"48","PF3D7_0105600",FALSE,35.1986249045073,38.5599694423224,37.7005347593583,3.36134453781513,37.153043035396,38.5599694423224,"Sides",0.308820779203673,29.6672375452539,31.8383597395761,27.6847202592867,31.8383597395761,27.6847202592867,30.8212602548438,"mid","max","min","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active"
"49","PF3D7_0105700",FALSE,55.1566080977846,60.7142857142857,59.0718105423988,5.55767761650115,58.314234784823,60.7142857142857,"Left",0.188693279847837,16.6333812161841,14.8783290600426,14.0954566022307,16.6333812161841,14.0954566022307,36.212689823704,"max","min","min","null","asparagine-rich antigen Pfa35-2","Active","Active","Active","Active","Active","Active"
"50","PF3D7_0105800",FALSE,70.244461420932,71.6577540106952,75.0763941940413,4.83193277310924,72.3262032085562,75.0763941940413,"Mid",0.340015809823153,33.14578783289,30.6141074517805,28.5725751907686,33.14578783289,28.5725751907686,71.7599057427125,"max","mid","min","null","cyclin-dependent kinases regulatory subunit, putative","Active","Active","Active","Active","Active","Active"
"51","PF3D7_0105900",FALSE,77.501909854851,79.3735676088617,73.9495798319328,5.42398777692895,76.9416857652152,79.3735676088617,"Sides",0.139742945943837,27.1589179988144,25.4077093056361,27.2872519285807,27.2872519285807,25.4077093056361,50.6545644964217,"max","min","max","null","3'-5' exonuclease, putative","Active","Active","Active","Active","Active","Active"
"52","PF3D7_0106000",FALSE,82.6394194041253,86.0198624904507,87.5477463712758,4.90832696715049,85.4023427552839,87.5477463712758,"Right",0.196233707825182,29.5577463000053,26.9184029297566,28.0582351732535,29.5577463000053,26.9184029297566,59.8381043812184,"max","min","mid","null","conserved protein, unknown function","Active","Active","Active","Active","Active","Active"
"53","PF3D7_0106100",FALSE,73.5867074102368,74.4079449961803,75.2673796791444,1.68067226890757,74.4206773618538,75.2673796791444,"Left",0.31869743553397,33.9784982675895,31.9398422475453,29.6920177596576,33.9784982675895,29.6920177596576,60.4861232326759,"max","mid","min","null","V-type proton ATPase subunit C, putative","Active","Active","Active","Active","Active","Active"
"54","PF3D7_0106200",FALSE,51.0886172650879,63.9992360580596,60.6187929717341,12.9106187929717,58.5688820982939,63.9992360580596,"Right",0.256414080130736,30.1508525701538,29.2140575730026,26.7020831923954,30.1508525701538,26.7020831923954,45.7867865246989,"max","max","min","null","EF hand domain-containing protein, putative","Active","Active","Active","Active","Active","Active"
"55","PF3D7_0106300",FALSE,95.2253628724217,94.8433919022154,94.6906035141329,0.534759358288781,94.9197860962567,95.2253628724217,"Mid",0.177251961658989,19.3758675920655,16.9918287077521,18.020297624802,19.3758675920655,16.9918287077521,84.0155349973817,"max","min","mid","ATP6","calcium-transporting ATPase","Active","Active","Active","Active","Active","Active"
"56","PF3D7_0106400",FALSE,59.1673032849503,55.6149732620321,52.2727272727273,6.89457601222307,55.6850012732366,59.1673032849503,"Sides",0.265958435397405,31.3759105489494,27.7987695928543,30.148204832132,31.3759105489494,27.7987695928543,79.1783033688253,"max","min","mid","null","pre-rRNA-processing protein TSR2, putative","Active","Active","Active","Active","Active","Active"
"57","PF3D7_0106500",FALSE,25.305576776165,32.8877005347594,31.1688311688312,7.58212375859434,29.7873694932518,32.8877005347594,"Left",0.427163131297899,9.0216993819697,7.06040456281033,3.27635526601296,9.0216993819697,3.27635526601296,27.7906266364112,"max","mid","min","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active"
"58","PF3D7_0106600",FALSE,9.66386554621849,8.68983957219251,7.75401069518717,1.90985485103132,8.70257193786606,9.66386554621849,"Right",0.354731617053777,14.8645353647527,17.9660376344664,13.1948973850931,17.9660376344664,13.1948973850931,12.5960027928085,"mid","max","min","null","conserved Plasmodium protein, unknown function","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"59","PF3D7_0106700",FALSE,59.7020626432391,53.8770053475936,54.2398777692895,5.82505729564553,55.9396485867074,59.7020626432391,"Right",0.242610369390849,5.01330243714035,7.10180387203259,8.27641190544727,8.27641190544727,5.01330243714035,63.6323965788096,"min","mid","max","AARP2","small ribosomal subunit assembling AARP2 protein","Active","Active","Active","Active","Active","Active"
"60","PF3D7_0106800",FALSE,88.1016042780749,89.820473644003,83.4606569900688,6.35981665393429,87.1275783040489,89.820473644003,"Sides",0.229880168145145,16.4126835083716,18.5653520765697,15.4734638150175,18.5653520765697,15.4734638150175,73.9439692791063,"min","max","min","RAB5c","ras-related protein Rab-5C","Active","Active","Active","Active","Active","Active"
"61","PF3D7_0106900",FALSE,64.0947288006112,78.3804430863254,78.113063407181,14.2857142857143,73.5294117647059,78.3804430863254,"Mid",0.318317250970855,14.7919345150483,18.6688745555577,19.0733015406063,19.0733015406063,14.7919345150483,57.7064060045383,"min","max","max","IspD","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, putative","Active","Active","Active","Active","Active","Active"
"62","PF3D7_0107000",FALSE,82.9640947288006,91.2719633307869,90.5653170359053,8.30786860198626,88.2671250318309,91.2719633307869,"Sides",0.33768435022852,36.7364429064533,32.2809272012203,36.8227817117939,36.8227817117939,32.2809272012203,82.9725955664165,"max","min","max","CEN1","centrin-1","Active","Active","Active","Active","Active","Active"
"63","PF3D7_0107100",FALSE,21.1420932009167,24.4843391902215,23.8349885408709,3.34224598930481,23.1538069773364,24.4843391902215,"Mid",0.286921283429271,38.0693528080979,36.078873303039,34.2102615459742,38.0693528080979,34.2102615459742,27.2429743410717,"max","mid","min","null","conserved protein, unknown function","Active","Active","Active","Active","Active","Active"
"64","PF3D7_0107200",FALSE,18.3728036669213,17.9144385026738,17.0932009167303,1.27960275019099,17.7934810287751,18.3728036669213,"Left",0.249966307864751,19.1928395482758,20.617947368557,17.2559005277761,20.617947368557,17.2559005277761,29.6103159364636,"mid","max","min","CCR4-3","CCR4 domain-containing protein 3, putative","Active","Active","Active","Active","Active","Active"
"65","PF3D7_0107300",FALSE,8.26967150496562,9.9694423223835,9.51107715813598,1.69977081741788,9.25006366182837,9.9694423223835,"Right",0.223163254554478,9.27828152642716,9.78892166258692,6.78737588882919,9.78892166258692,6.78737588882919,14.3567812881829,"max","max","min","null","conserved Plasmodium protein, unknown function","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"66","PF3D7_0107400",FALSE,20.6646294881589,20.6646294881589,21.3139801375095,0.649350649350648,20.8810797046091,21.3139801375095,"Left",0.560659596623279,16.189897772856,23.7307693474391,18.0966680547179,23.7307693474391,16.189897772856,56.1921801361494,"min","max","min","null","ATP synthase-associated protein, putative","Active","Active","Active","Active","Active","Active"
"67","PF3D7_0107500",FALSE,84.1673032849503,86.6501145912911,83.3269671504966,3.32314744079449,84.7147950089127,86.6501145912911,"Left",0.165181566690781,27.7715877869316,28.1488908536104,25.9271987816194,28.1488908536104,25.9271987816194,85.5472159190086,"max","max","min","NCR1","Niemann-Pick type C1-related protein","Active","Active","Active","Active","Active","Active"
"68","PF3D7_0107600",FALSE,9.20550038197097,9.66386554621849,8.231474407945,1.43239113827349,9.03361344537815,9.66386554621849,"Mid",0.558578785019781,9.05579231011897,11.4113935345206,3.89850887600455,11.4113935345206,3.89850887600455,7.12602548437773,"max","max","min","eIK2","eukaryotic translation initiation factor 2-alpha kinase 2, putative","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"69","PF3D7_0107700",FALSE,26.9671504965623,31.0924369747899,29.8128342245989,4.12528647822766,29.2908072319837,31.0924369747899,"Left",0.199730098425859,25.6139078443041,23.950292385605,22.9275380204763,25.6139078443041,22.9275380204763,35.2984814103683,"max","mid","min","null","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST3/OST6, putative","Active","Active","Active","Active","Active","Active"
"70","PF3D7_0107800",FALSE,64.9159663865546,64.877769289534,59.7784568372804,5.13750954927426,63.1907308377897,64.9159663865546,"Left",0.304009497749949,12.5628515983805,12.0475471695327,8.47392385364369,12.5628515983805,8.47392385364369,44.3707453307733,"max","max","min","MRE11","double-strand break repair protein MRE11","Active","Active","Active","Active","Active","Active"
"71","PF3D7_0107900",FALSE,57.6012223071047,55.3475935828877,52.8265851795264,4.77463712757831,55.2584670231729,57.6012223071047,"Left",0.128441122717643,41.496874394012,40.0712447325027,41.798777833055,41.798777833055,40.0712447325027,58.3216966311747,"max","min","max","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active"
"72","PF3D7_0108000",FALSE,92.3032849503438,93.7929717341482,92.0550038197097,1.7379679144385,92.7170868347339,93.7929717341482,"Mid",0.279282788416624,32.2893745648352,29.9292963493239,28.5330210606316,32.2893745648352,28.5330210606316,93.6943620178042,"max","mid","min","null","proteasome subunit beta type-3, putative","Active","Active","Active","Active","Active","Active"
"73","PF3D7_0108100",FALSE,47.3453017570665,47.498090145149,44.9197860962567,2.57830404889229,46.5877259994907,47.498090145149,"Sides",0.194444686849517,12.9183621370509,15.0388846880332,12.4236036499072,15.0388846880332,12.4236036499072,26.7738697853028,"min","max","min","null","conserved protein, unknown function","Active","Active","Active","Active","Active","Active"
"74","PF3D7_0108300",FALSE,90.1451489686784,91.8640183346066,90.1642475171887,1.71886936592819,90.7244716068246,91.8640183346066,"Mid",0.134808347347911,13.1359868885435,12.6862011545318,11.3228146167141,13.1359868885435,11.3228146167141,85.6650375283645,"max","max","min","ARP","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active"
"75","PF3D7_0108400",FALSE,19.7288006111536,22.0779220779221,22.2880061115355,2.55920550038197,21.3649096002037,22.2880061115355,"Sides",0.331932388935777,18.5838144653649,14.1193238341787,15.5559847197506,18.5838144653649,14.1193238341787,44.6434805376156,"max","min","min","null","mitochondrial carrier protein, putative","Active","Active","Active","Active","Active","Active"
"76","PF3D7_0108500",TRUE,97.9564553093965,96.0466004583652,97.8418640183346,1.90985485103133,97.2816399286988,97.9564553093965,"Sides",0.337234529525153,43.5820136576612,46.958376622103,42.4225721999897,46.958376622103,42.4225721999897,98.7694187467272,"min","max","min","null","conserved Plasmodium protein, unknown function","Var_Active_noFC","Var_Active_noFC","Var_Active_noFC","Var_Active","Var_Active","Var_Active"
